UM_ID_UM,REGION_OFC,SUBREG,PROVINCIA,MEDIA_ALTURA_UM_EST,SUMA_DAP_X_UM,AREA_BASAL_UM_HA,VOL_M3_HA,BIOMASA_TN_HA,CARBONO_TN_HA,BIOMASA_KG_HA,CARBONO_KG_HA,CANTIDAD_IND_VIVOS_UM,CANTIDAD_IND_VIVOS_HA,PORCENTAJE_COB_3,PORCENTAJE_COB_7,PORCENTAJE_COB_TOTAL,PORCENTAJE_COB_ARBUSTIVA,PORCENTAJE_COB_INFERIOR,MEDIA_ALT_TOCONES,MEDIA_DAB_TOCONES,CANTIDAD_TOCONES_X_UM,CANTIDAD_TOCONES_X_HA,REGENERACION_UM,REGENERACION_HA,LONGITUD_GRILLA,LATITUD_GRILLA,LONGITUD_INSTALACION,LATITUD_INSTALACION,ALTITUD,PENDIENTE_CATEGORIA,EXPOSICION,OTBN_CATEGORIA,FECHA_UM_ANIO,FECHA_UM_MES,DURACION_RELEVAMIENTO_SEGUNDOS,JEFE_BRIGADA,NO_PERSONAS_BRIGADA,INSTRUMENTAL_DIAMETROS,INSTRUMENTAL_ALTURAS,DATOS_REFERENCIA,OBSERVACIONES_UM,TIPO_PAISAJE,SALINIDAD_PRESENCIA,INCENDIOS_RASTROS,PASTOREO_PRESENCIA,GANADO_BOVINO,GANADO_OVINO,GANADO_CAPRINO,GANADO_EQUINO,GANADO_OTRO,GANADO_OTRO_TIPO,EROSION_PRESENCIA,EROSION_FISICA_PRESENCIA,EROSION_EOLICA_PRESENCIA,EROSION_HIDRICA_PRESENCIA,MATERIAL_CAIDO_TRANSECTA_NORTE_FINO,MATERIAL_CAIDO_TRANSECTA_NORTE_MEDIANO,MATERIAL_CAIDO_TRANSECTA_SUR_FINO,MATERIAL_CAIDO_TRANSECTA_SUR_MEDIANO,PFNM_PRESENCIA_RESUMEN,PFNM_REGISTRO_1,PFNM_REGISTRO_2,PFNM_REGISTRO_3,PFNM_REGISTRO_4,PFNM_REGISTRO_5,FORMAS_HELECHOS,FORMAS_CACTACEAS,FORMAS_EPIFITAS,FORMAS_BRIOFITAS,FORMAS_LIANAS,FORMAS_ORQUIDEAS,FORMAS_GRAMINEAS,FORMAS_OTRAS,Ley_N1_06,Ley_N2_06,PRESENTA_IND_INVENTARIABLE,CUENCA_FORESTAL
10042071,MON,Monte,70,2.152,0.594092618,3.668309565,0.983437598,4.022398113,1.930751094,4022.398113,1930.751094,25,367.2,21.12676056,0,21.12676056,49.29577465,0,NA,NA,0,0,4,800,-66496419,-28142745,-6649641667,-2814275,735,sin_pendiente,NA,sin_categoria,2020,2,9000,Ivan Suarez,3,forcipula,clinometro,se accede desde ruta prov. nº46 -  desde la localidad de sauvil -  luego se continua en moto por mas de 30km -  por sendas abandonadas.,es un paisaje alterado por antiguos desmontes -  muy degradado. sin regeneracion en subparcela sur.,llano,presencia,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,4,0,16,2,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,Bosque de algarrobos,SI,#N/A
10044070,MON,Monte,10,4.238095238,1.705,7.649515946,13.0610904,32.87335914,15.77921239,32873.35914,15779.21239,21,356.5,0,29.57746479,29.57746479,43.66197183,0,21,55,2,20,5,1000,-66290421,-280577,-6629041667,-2805769444,774,sin_pendiente,NA,II,2019,12,7800,Ivan Suarez,3,forcipula,clinometro,se accede desde ruta prov. nº46. localidad de colpes. 7km hacia el oeste por senda -  en moto.,area degradada por explotacion para carbon. #sin regeneracion en subparcela sur.,llano,presencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,60,7,80,3,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,Bosque de algarrobos,SI,#N/A
10045058,MON,Monte,10,4.694736842,2.575091704,9.445815872,29.05192547,40.34563985,19.36590713,40345.63985,19365.90713,19,365.8,67.6056338,7.042253521,74.64788732,36.61971831,0,NA,NA,0,0,16,3200,-66157795,-26978849,-6615777778,-2697883333,2136,sin_pendiente,NA,II,2019,12,6000,Ivan Suarez,3,forcipula,clinometro,muy facil acceso -  a 500m de la ruta.,area degradada por sobreexplotacion forestal. probablemente hay presencia de hibridizacion en los prosopis. las caracteristicas observadas eran mayoritariamente de prosopis nigra -  tambien con caracteristicas de flexuosa.,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,30,0,32,0,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTF,Bosque de algarrobos,SI,#N/A
10045077,PCH,Chaco Serrano,10,8.375757576,4.840799156,7.446703206,55.01541785,33.84906249,16.24755,33849.06249,16247.55,32,466.5,71.83098592,15.49295775,74.64788732,88.73239437,98.5915493,32.7,21.2,1,10,14,2800,-662078,-28690734,-6620780556,-2869075,1678,pendiente_fuerte,E,sin_categoria,2019,1,9360,David Alvarez,2,forcipula,hipsometro,"desde ""las palmas"" (catamarca) tomar camino a la cisterna de agua -  hasta ahi en vehiculo -  de ahi tomar el sendero del canal hasta la bocatoma -  y continuar por el arroyo. pasar el puesto viejo hasta la ladera empinada de la parcela.",poca formacion de horizonte -  abundante afloracion rocosa vegetacion baja. pendiente muy pronunciada.,montanoso,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,162,21,144,37,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,OTF,NA,SI,#N/A
10045078,PCH,Chaco Árido,10,7.1,0.616835122,1.1041363,3.301523542,3.159135962,1.516385262,3159.135962,1516.385262,3,30,0,22.53521127,22.53521127,32.3943662,16.90140845,NA,NA,0,0,8,1600,-66210555,-2878082,-6621055556,-2878083333,970,pendiente_fuerte,S,I,2019,1,7800,Emilio Montefinale,3,forcipula,hipsometro,"se accede desde chumbicha a 4km al norte por una senda en cuatriciclo unos 3500m hasta un puesto llamado ""bajo hondo"". luego se continuo a pie por senda cerrada hasta tomar un filo cumbrero muy cerrado por arbustivas. hasta llegar al pto. se caminaron 4600m.",la parcela se ubica en una ladera muy empinada y pedregosa. observandose que se incendio hace unos anos -  los incendios alli son recurrentes. (a medio camino se ubico un bosquecito de palmas).,montanoso,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,3,1,8,2,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
10046063,STB,Bosque montano,10,10.8625,2.364,8.360344402,47.14062154,30.930337,14.84656176,30930.337,14846.56176,16,540.9,71.83098592,30.98591549,85.91549296,36.61971831,100,47.7,29.3,1,10,10,2000,-66069542,-27431657,-6606958333,-2743166667,2129,pendiente_moderada,N,I,2019,2,9000,David Alvarez,2,forcipula,hipsometro,desde alto de las juntas -  por la calle paralela al rio -  ingresar hasta donde termina la huella -  desde ahi continuar por la senda subiendo a la meseta en medio de las pasturas.,vegetacion de porte bajo -  en su mayoria arbustales de alta montana junto con los pajonales. dominancia del aliso.,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,81,13,77,17,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,Bosque montano,SI,#N/A
10046077,PCH,Chaco Árido,10,8.647368421,7.597913439,15.69083852,116.9339217,81.33390175,39.04027284,81333.90175,39040.27284,37,457.9,38.02816901,78.87323944,98.5915493,49.29577465,91.54929577,NA,NA,0,0,16,3200,-66105629,-2869312,-6610563889,-2869311111,935,pendiente_suave,S,I,2018,12,12600,Lisandro Heit,3,forcipula,clinometro,desde concepcion (hosteria) ramon carrizo (03834-768825) por pampichuela -  a puesto santa rosa.,qubrada por donde pasa un rio no permanente. la parcela cae en su mayoria sobre un pequeno llano.,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,56,10,16,12,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
10046079,PCH,Chaco Árido,10,6.182352941,3.605761409,6.769095443,23.20994655,27.48300562,13.1918427,27483.00562,13191.8427,17,170,84.50704225,7.042253521,84.50704225,61.97183099,64.78873239,1.2,2.4,2,20,14,2800,-66110977,-28873306,-66111,-2887330556,352,sin_pendiente,NA,III,2018,11,7200,Lisandro Heit,3,forcipula,vara,(tel.3834-308404 ing. acosta ariel fina nueva california).,estrato bajo dominado por jarilla y atamisqui. suelo muy erosionado. alta carga animal. estado alto con individuos aislados. hubo extraccion de grandes ejemplares -  pero no se ven muchos tocones.,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,21,0,35,3,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
10047076,PCH,Chaco Árido,10,6.827272727,3.481461567,6.822251505,49.90327912,29.65079881,14.23238343,29650.79881,14232.38343,33,974.6,61.97183099,22.53521127,73.23943662,98.5915493,57.74647887,NA,NA,0,0,23,4600,-66000878,-28605324,-6600086111,-2860533333,1187,pendiente_fuerte,SE,I,2019,1,15840,David Alvarez,2,forcipula,hipsometro,"desde concepcion (catamarca) ir por el camino que va al camping municipal -  y seguir hasta ""el totoral"". pasando la casa de don carrizo hasta el segundo pinar desviar al e. por el camino que lleva al ""potrero"" del cerro. bajar por la vertiente y luego por los filos.",vegetacion de porte bajo. presencia de algunos parches de pino criollo.,montanoso,presencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,108,27,95,19,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,OTF,NA,SI,#N/A
10047079,PCH,Chaco Árido,10,4.822222222,1.439122467,2.407709777,5.396172606,7.237061544,3.473789541,7237.061544,3473.789541,8,138.6,23.94366197,0,23.94366197,49.29577465,45.07042254,NA,NA,0,0,18,3600,-66008619,-28875632,-6600861111,-2887561111,343,sin_pendiente,NA,II,2018,11,6900,Lisandro Heit,3,forcipula,vara,martin arias (tel. 38034-205072) finca sulagro s.a. - ruta nº38 -  de capeyan -  acceso al establecimiento olivicola -  rumbo sur. desde pto. de ref. a pie hacia el sur 4km aproximadamente (2.5km monte cerrado).,monte bajo de jarilla -  pichana -  suelo muy descubierto. ejemplares aislados de algarrobo -  quebracho blanco y brea. hubo extraccion de madera. suelo expuesto desnudo.,llano,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,14,0,10,8,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
10048068,PCH,Chaco Serrano,10,5.895555556,6.588617481,11.48978954,64.36928769,40.41285769,19.39817169,40412.85769,19398.17169,45,772.3,80.28169014,28.16901408,80.28169014,61.97183099,100,NA,NA,0,0,14,2800,-65879324,-278866,-6587930556,-2788661111,1309,sin_pendiente,NA,sin_categoria,2018,11,10200,Emilio Montefinale,3,forcipula,vara,por ruta nº1 desde cuesta de singuil hacia el bolson. por maizal de jorge walter -  lindero con parcela -  en propiedad de jorge amorena (tel.0383-449214),al borde de un ciltivo intensivo de maiz. monte sin especies de grandes dimensiones -  bajo y cerrado.,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,28,1,32,2,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
10048074,PCH,Chaco Serrano,10,5.208695652,3.573396775,7.268234433,51.28866024,21.6943795,10.41330216,21694.3795,10413.30216,23,493.7,64.78873239,0,64.78873239,29.57746479,36.61971831,NA,NA,0,0,28,5600,-65893841,-28427319,-6589394444,-2842736111,1230,pendiente_fuerte,SE,sin_categoria,2018,11,12600,Lisandro Heit,3,forcipula,vara,desde san fernando de catamarca por ruta nº4 -  hasta rotonda y camino interno paralelo a ruta nº4 pasando varios puestos.,ladera muy erosionada por el paso del ganado y con pendiente pronunciada.,serrano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,8,1,14,4,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
10049067,STB,Selva montana,10,16.21428571,5.200033267,20.81778335,199.4827311,192.9472591,92.61468435,192947.2591,92614.68435,14,257.2,54.92957746,66.1971831,95.77464789,90.14084507,95.77464789,NA,NA,0,0,5,1000,-65775591,-2779855,-6577561111,-2779852778,1215,pendiente_fuerte,SO,I,2018,11,12300,Emilio Montefinale,3,forcipula,clinometro,desde altos por ruta prov. nº38 -  empalme ruta prov. nº9 -  hasta un vado entre el puestito y escaba de abajo.,mucha oruga tipo medidora. arboles completamente defoliados. # se agrego composiscion de 4 fotos en lugar de panoramica.,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,40,4,45,5,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TF,Selva montana,SI,#N/A
10049073,PCH,Chaco Serrano,10,5.706896552,6.43833887,25.02763838,156.7643375,64.52498033,30.97199056,64524.98033,30971.99056,29,436.5,33.8028169,28.16901408,61.97183099,61.97183099,60.56338028,NA,NA,0,0,35,7000,-65789534,-28339325,-6578952778,-2833933333,733,sin_pendiente,NA,I,2018,11,9600,Lisandro Heit,3,forcipula,vara,desde san fernando del vallle de catamarca por antigua ruta a rodeo -  pto. de ref. incluye camino de dificil acceso vehicular.,sin observaciones.,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,19,2,9,4,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
10049076,PCH,Chaco Serrano,10,5.966666667,3.491060536,6.587159529,31.02301598,22.39381313,10.7490303,22393.81313,10749.0303,20,375.8,50.70422535,0,50.70422535,56.33802817,32.3943662,NA,NA,0,0,5,1000,-65796651,-28609694,-6579663889,-2860969444,448,sin_pendiente,NA,I,2018,11,12300,Lisandro Heit,3,forcipula,vara,desde s.f. de catamarca -  por ruta nº33 a 3km del aeropuerto -  hasta finca empresa giolse s.a. -  3.5km perpendicular a la ruta -  hasta 300m antes del rio santa cruz.,monte crecido sobre lecho aluvional -  los arboles se encontraban tapados entre 0.5 y 1 metros del suelo limoso. de ahi la gran cantidad de fustes por arboles. #individuo nº5 fuera de la parcela b dap=7.8,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,22,5,16,1,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI,#N/A
10050081,PCH,Chaco Serrano,10,6.485714286,1.756295714,4.164915567,15.60720384,17.65123509,8.472592845,17651.23509,8472.592845,6,89.3,23.94366197,21.12676056,23.94366197,36.61971831,29.57746479,NA,NA,0,0,6,1200,-65706164,-2906239,-6570613889,-2906238889,305,sin_pendiente,NA,II,2019,1,6300,Emilio Montefinale,3,forcipula,vara y vertex,se accede por ruta nº33 -  senda en cuatriciclo pegado al cementerio. nos acompano hugo americo gonzalez. se recrrieron 5km en cuatri y 2km caminando.,es un paisaje llano muy salitroso con predominio de quebracho blanco y algarrobo negro.,llano,presencia fuerte,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,23,0,53,3,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI,#N/A
